protein_a,protein_b,weight
YGR037C,YFL026W,1.0
YGR037C,YLL019C,1.0
YGR037C,YLR359W,1.0
YGR037C,YOL152W,1.0
YGR043C,YLR354C,1.0
YGR047C,YOR110W,1.0
YGR048W,YHR124W,1.0
YGR054W,YJL092W,1.0
YGR063C,YGL019W,1.0
YGR063C,YIL021W,1.0
YGR063C,YJL140W,1.0
YGR063C,YOR151C,1.0
YGR063C,YPR187W,1.0
YGR068C,YIL094C,1.0
YGR071C,YPL128C,1.0
YGR072W,YHR077C,1.0
YGR074W,YDL043C,1.0
YGR074W,YDL087C,1.0
YGR074W,YDR240C,1.0
YGR074W,YER029C,1.0
YGR074W,YFL017W-A,1.0
YGR074W,YGR013W,1.0
YGR074W,YHR165C,1.0
YGR074W,YKL012W,1.0
YGR074W,YKL173W,1.0
YGR074W,YLR147C,1.0
YGR074W,YLR275W,1.0
YGR074W,YMR240C,1.0
YGR074W,YNL092W,1.0
YGR074W,YOR159C,1.0
YGR074W,YPL213W,1.0
YGR074W,YPR057W,1.0
YGR074W,YPR182W,1.0
YGR075C,YDL098C,1.0
YGR076C,YGR220C,1.0
YGR078C,YJL041W,1.0
YGR078C,YJL179W,1.0
YGR078C,YML094W,1.0
YGR078C,YNL153C,1.0
YGR081C,YMR308C,1.0
YGR083C,YKR026C,1.0
YGR083C,YLR291C,1.0
YGR083C,YOR260W,1.0
YGR084C,YCR089W,1.0
YGR084C,YHR061C,1.0
YGR084C,YIL067C,1.0
YGR084C,YMR012W,1.0
YGR084C,YMR188C,1.0
YGR084C,YNL175C,1.0
YGR084C,YNR036C,1.0
YGR084C,YOR158W,1.0
YGR086C,YCR008W,1.0
YGR086C,YDL070W,1.0
YGR086C,YDL143W,1.0
YGR086C,YDL155W,1.0
YGR086C,YDR044W,1.0
YGR086C,YDR490C,1.0
YGR086C,YFR019W,1.0
YGR086C,YGL173C,1.0
YGR086C,YGL252C,1.0
YGR086C,YGR237C,1.0
YGR086C,YGR267C,1.0
YGR086C,YHR027C,1.0
YGR086C,YJR156C,1.0
YGR086C,YKL142W,1.0
YGR086C,YKR086W,1.0
YGR086C,YLR079W,1.0
YGR086C,YLR144C,1.0
YGR086C,YLR179C,1.0
YGR086C,YMR031C,1.0
YGR086C,YMR086W,1.0
YGR086C,YNL067W,1.0
YGR086C,YNL107W,1.0
YGR086C,YNL251C,1.0
YGR086C,YOL045W,1.0
YGR086C,YPL074W,1.0
YGR086C,YPR115W,1.0
YGR090W,YDL060W,1.0
YGR090W,YER147C,1.0
YGR090W,YGL019W,1.0
YGR090W,YIR001C,1.0
YGR090W,YJL098W,1.0
YGR090W,YKL078W,1.0
YGR090W,YLR371W,1.0
YGR090W,YMR229C,1.0
YGR090W,YNL061W,1.0
YGR090W,YNL176C,1.0
YGR090W,YNL186W,1.0
YGR090W,YOR206W,1.0
YGR090W,YPL208W,1.0
YGR091W,YER172C,1.0
YGR091W,YFL017W-A,1.0
YGR091W,YKL173W,1.0
YGR091W,YNR011C,1.0
YGR095C,YDL111C,1.0
YGR095C,YDR280W,1.0
YGR095C,YGR195W,1.0
YGR095C,YHR069C,1.0
YGR095C,YNL232W,1.0
YGR095C,YNR024W,1.0
YGR095C,YOL021C,1.0
YGR095C,YOL142W,1.0
YGR095C,YOR001W,1.0
YGR095C,YOR076C,1.0
YGR097W,YMR304W,1.0
YGR103W,YBR142W,1.0
YGR103W,YGR067C,1.0
YGR103W,YJL192C,1.0
YGR103W,YML059C,1.0
YGR103W,YMR023C,1.0
YGR103W,YMR049C,1.0
YGR103W,YMR076C,1.0
YGR103W,YMR290C,1.0
YGR103W,YOR272W,1.0
YGR103W,YPL093W,1.0
YGR104C,YJL050W,1.0
YGR104C,YLR071C,1.0
YGR104C,YOL135C,1.0
YGR113W,YDR320C-A,1.0
YGR113W,YKL052C,1.0
YGR113W,YKR083C,1.0
YGR116W,YML058W,1.0
YGR116W,YPR133C,1.0
YGR119C,YGL172W,1.0
YGR119C,YJL041W,1.0
YGR120C,YPR105C,1.0
YGR124W,YLR196W,1.0
YGR126W,YDR409W,1.0
YGR126W,YEL001C,1.0
YGR126W,YJR084W,1.0
YGR126W,YNL293W,1.0
YGR128C,YGR200C,1.0
YGR128C,YHR196W,1.0
YGR128C,YJL109C,1.0
YGR128C,YMR093W,1.0
YGR128C,YPL126W,1.0
YGR128C,YPR178W,1.0
YGR129W,YDR416W,1.0
YGR129W,YLR117C,1.0
YGR129W,YLR249W,1.0
YGR130C,YGR177C,1.0
YGR130C,YMR031C,1.0
YGR134W,YJR011C,1.0
YGR134W,YPL268W,1.0
YGR135W,YBL097W,1.0
YGR135W,YBR173C,1.0
YGR135W,YEL061C,1.0
YGR135W,YER012W,1.0
YGR135W,YER094C,1.0
YGR135W,YER132C,1.0
YGR135W,YFL017C,1.0
YGR135W,YGR067C,1.0
YGR135W,YGR253C,1.0
YGR135W,YJL001W,1.0
YGR135W,YJR143C,1.0
YGR135W,YKR070W,1.0
YGR135W,YKR095W,1.0
YGR135W,YML092C,1.0
YGR135W,YMR314W,1.0
YGR135W,YOL038W,1.0
YGR135W,YOL146W,1.0
YGR135W,YOR157C,1.0
YGR135W,YOR362C,1.0
YGR135W,YPR103W,1.0
YGR136W,YLR144C,1.0
YGR142W,YMR144W,1.0
YGR145W,YDR365C,1.0
YGR145W,YNR054C,1.0
YGR155W,YFL037W,1.0
YGR155W,YHR007C,1.0
YGR155W,YML076C,1.0
YGR155W,YML085C,1.0
YGR155W,YPR080W,1.0
YGR156W,YDR301W,1.0
YGR156W,YER133W,1.0
YGR156W,YJR093C,1.0
YGR156W,YKL018W,1.0
YGR156W,YKR002W,1.0
YGR156W,YLR115W,1.0
YGR156W,YLR277C,1.0
YGR156W,YNL222W,1.0
YGR156W,YNL317W,1.0
YGR156W,YOR179C,1.0
YGR156W,YPR107C,1.0
YGR158C,YHR081W,1.0
YGR158C,YOL142W,1.0
YGR161C,YJL098W,1.0
YGR165W,YDR124W,1.0
YGR165W,YER050C,1.0
YGR165W,YIL093C,1.0
YGR165W,YJL063C,1.0
YGR165W,YJR113C,1.0
YGR165W,YNL137C,1.0
YGR165W,YNR036C,1.0
YGR165W,YPL118W,1.0
YGR167W,YGL206C,1.0
YGR167W,YIL096C,1.0
YGR167W,YKL069W,1.0
YGR167W,YKL104C,1.0
YGR170W,YNL264C,1.0
YGR173W,YOL061W,1.0
YGR179C,YDR383C,1.0
YGR179C,YJR135C,1.0
YGR179C,YLR315W,1.0
YGR179C,YLR381W,1.0
YGR179C,YOR342C,1.0
YGR179C,YPL018W,1.0
YGR179C,YPR046W,1.0
YGR180C,YPL191C,1.0
YGR185C,YNR043W,1.0
YGR186W,YIL021W,1.0
YGR186W,YOL005C,1.0
YGR186W,YOR210W,1.0
YGR186W,YPL129W,1.0
YGR188C,YMR304W,1.0
YGR195W,YGR158C,1.0
YGR195W,YNL232W,1.0
YGR195W,YOR076C,1.0
YGR198W,YDR212W,1.0
YGR198W,YDR449C,1.0
YGR198W,YEL051W,1.0
YGR198W,YLR222C,1.0
YGR198W,YLR380W,1.0
YGR200C,YKL110C,1.0
YGR200C,YPL086C,1.0
YGR204W,YIL137C,1.0
YGR204W,YKL210W,1.0
YGR206W,YLR119W,1.0
YGR207C,YIL108W,1.0
YGR207C,YLR265C,1.0
YGR207C,YNR058W,1.0
YGR207C,YOR018W,1.0
YGR209C,YIL107C,1.0
YGR209C,YLL060C,1.0
YGR209C,YLR039C,1.0
YGR211W,YOR009W,1.0
YGR215W,YMR188C,1.0
YGR215W,YNR036C,1.0
YGR215W,YOR158W,1.0
YGR220C,YMR193W,1.0
YGR233C,YOL001W,1.0
YGR233C,YPL031C,1.0
YGR237C,YIL154C,1.0
YGR237C,YML056C,1.0
YGR240C,YMR205C,1.0
YGR240C,YOL013C,1.0
YGR245C,YJL008C,1.0
YGR250C,YGR281W,1.0
YGR250C,YIR001C,1.0
YGR250C,YML002W,1.0
YGR250C,YML051W,1.0
YGR251W,YKL078W,1.0
YGR251W,YNL186W,1.0
YGR252W,YCR082W,1.0
YGR252W,YDL059C,1.0
YGR252W,YOR023C,1.0
YGR252W,YPL047W,1.0
YGR253C,YBR173C,1.0
YGR253C,YDL160C,1.0
YGR253C,YEL061C,1.0
YGR253C,YER012W,1.0
YGR253C,YJL001W,1.0
YGR253C,YML092C,1.0
YGR253C,YMR314W,1.0
YGR253C,YOL038W,1.0
YGR253C,YOR148C,1.0
YGR253C,YOR157C,1.0
YGR253C,YOR362C,1.0
YGR253C,YPR103W,1.0
YGR256W,YHR183W,1.0
YGR261C,YJL024C,1.0
YGR261C,YPL195W,1.0
YGR262C,YML036W,1.0
YGR271C-A,YNL255C,1.0
YGR274C,YML098W,1.0
YGR274C,YMR005W,1.0
YGR274C,YMR227C,1.0
YGR274C,YMR236W,1.0
YGR274C,YPL011C,1.0
YGR274C,YPL167C,1.0
YGR275W,YDL179W,1.0
YGR275W,YGR056W,1.0
YGR275W,YIL126W,1.0
YGR275W,YJL176C,1.0
YGR275W,YKR008W,1.0
YGR275W,YLR033W,1.0
YGR275W,YLR321C,1.0
YGR275W,YLR357W,1.0
YGR275W,YMR033W,1.0
YGR275W,YMR091C,1.0
YGR275W,YOR290C,1.0
YGR275W,YPL016W,1.0
YGR275W,YPR034W,1.0
YGR277C,YPL060W,1.0
YGR283C,YMR310C,1.0
YGR285C,YDR234W,1.0
YGR285C,YDR457W,1.0
YGR285C,YFL007W,1.0
YGR285C,YLR262C,1.0
YGR285C,YLR336C,1.0
YGR285C,YOL059W,1.0
YGR285C,YOR081C,1.0
YHL002W,YNR006W,1.0
YHL004W,YER050C,1.0
YHL004W,YJL130C,1.0
YHL004W,YJR060W,1.0
YHL004W,YLR432W,1.0
YHL004W,YNL137C,1.0
YHL004W,YNR036C,1.0
YHL004W,YOR158W,1.0
YHL004W,YPR025C,1.0
YHL004W,YPR080W,1.0
YHL009W-B,YHR077C,1.0
YHL009W-B,YLR082C,1.0
YHL009W-B,YOR057W,1.0
YHL014C,YKR059W,1.0
YHL019C,YKL135C,1.0
YHL019C,YLR170C,1.0
YHL019C,YPR029C,1.0
YHL024W,YCL032W,1.0
YHL024W,YGL113W,1.0
YHL024W,YHR077C,1.0
YHL025W,YNR023W,1.0
YHL025W,YPL016W,1.0
YHL034C,YGR271C-A,1.0
YHL034C,YNL255C,1.0
YHL034C,YOL077C,1.0
YHL034C,YPR161C,1.0
YHR011W,YNL292W,1.0
YHR012W,YJL053W,1.0
YHR012W,YJL154C,1.0
YHR012W,YKL195W,1.0
YHR012W,YOR132W,1.0
YHR013C,YDR044W,1.0
YHR013C,YDR303C,1.0
YHR013C,YMR049C,1.0
YHR013C,YMR108W,1.0
YHR013C,YOR253W,1.0
YHR024C,YLR163C,1.0
YHR027C,YBR025C,1.0
YHR027C,YDL097C,1.0
YHR027C,YDR427W,1.0
YHR027C,YER041W,1.0
YHR027C,YGR232W,1.0
YHR027C,YHR200W,1.0
YHR027C,YIL075C,1.0
YHR027C,YKL145W,1.0
YHR027C,YLR341W,1.0
YHR027C,YLR421C,1.0
YHR027C,YOL022C,1.0
YHR027C,YOR056C,1.0
YHR027C,YOR117W,1.0
YHR027C,YOR259C,1.0
YHR027C,YOR261C,1.0
YHR027C,YPR108W,1.0
YHR029C,YDR314C,1.0
YHR029C,YKL018W,1.0
YHR029C,YNL317W,1.0
YHR039C-A,YDR473C,1.0
YHR039C-A,YGL215W,1.0
YHR039C-A,YKL082C,1.0
YHR039C-A,YLR090W,1.0
YHR039C-A,YMR027W,1.0
YHR039C-A,YMR264W,1.0
YHR039C-A,YPL201C,1.0
YHR039C-A,YPR036W,1.0
YHR041C,YCR035C,1.0
YHR041C,YGR104C,1.0
YHR041C,YKL054C,1.0
YHR041C,YPL216W,1.0
YHR052W,YNL110C,1.0
YHR054C,YML091C,1.0
YHR058C,YER095W,1.0
YHR058C,YGR104C,1.0
YHR058C,YLR071C,1.0
YHR058C,YOL051W,1.0
YHR058C,YOR174W,1.0
YHR058C,YPR070W,1.0
YHR058C,YPR168W,1.0
YHR062C,YBR167C,1.0
YHR062C,YGR030C,1.0
YHR062C,YLR145W,1.0
YHR062C,YNL221C,1.0
YHR062C,YNL282W,1.0
YHR062C,YOL013C,1.0
YHR064C,YBR069C,1.0
YHR064C,YBR139W,1.0
YHR064C,YBR212W,1.0
YHR064C,YCL014W,1.0
YHR064C,YDR234W,1.0
YHR064C,YDR457W,1.0
YHR064C,YFL007W,1.0
YHR064C,YFL013C,1.0
YHR064C,YGL066W,1.0
YHR064C,YGR285C,1.0
YHR064C,YIL063C,1.0
YHR064C,YLR135W,1.0
YHR064C,YLR262C,1.0
YHR064C,YMR186W,1.0
YHR064C,YOR081C,1.0
YHR064C,YPR173C,1.0
YHR065C,YNR054C,1.0
YHR066W,YDR312W,1.0
YHR066W,YKL014C,1.0
YHR066W,YMR239C,1.0
YHR066W,YNL122C,1.0
YHR066W,YPR143W,1.0
YHR069C,YGR158C,1.0
YHR069C,YHR081W,1.0
YHR069C,YKL129C,1.0
YHR069C,YNR024W,1.0
YHR069C,YOL021C,1.0
YHR069C,YOL142W,1.0
YHR069C,YOR001W,1.0
YHR069C,YOR076C,1.0
YHR070W,YBL105C,1.0
YHR070W,YJL154C,1.0
YHR072W-A,YGL078C,1.0
YHR074W,YLR216C,1.0
YHR076W,YMR079W,1.0
YHR077C,YBR023C,1.0
YHR077C,YDR034C,1.0
YHR077C,YIR009W,1.0
YHR077C,YML052W,1.0
YHR082C,YLR022C,1.0
YHR084W,YPL049C,1.0
YHR085W,YHR197W,1.0
YHR085W,YNL182C,1.0
YHR087W,YIL162W,1.0
YHR089C,YDL208W,1.0
YHR089C,YDR365C,1.0
YHR089C,YGL078C,1.0
YHR089C,YGR283C,1.0
YHR089C,YMR310C,1.0
YHR089C,YNL308C,1.0
YHR089C,YPR178W,1.0
YHR090C,YNL136W,1.0
YHR090C,YOR244W,1.0
YHR090C,YPR023C,1.0
YHR099W,YJR082C,1.0
YHR099W,YNL136W,1.0
YHR102W,YNL267W,1.0
YHR102W,YOR353C,1.0
YHR104W,YGL006W,1.0
YHR107C,YDR168W,1.0
YHR114W,YOR181W,1.0
YHR118C,YKR081C,1.0
YHR118C,YLL004W,1.0
YHR118C,YML065W,1.0
YHR118C,YNL261W,1.0
YHR118C,YPL127C,1.0
YHR118C,YPR162C,1.0
YHR119W,YKL018W,1.0
YHR121W,YBR148W,1.0
YHR121W,YDL053C,1.0
YHR121W,YDL078C,1.0
YHR121W,YDR419W,1.0
YHR121W,YER050C,1.0
YHR121W,YER069W,1.0
YHR121W,YER133W,1.0
YHR121W,YER147C,1.0
YHR121W,YER177W,1.0
YHR121W,YGL067W,1.0
YHR121W,YGR274C,1.0
YHR121W,YHL008C,1.0
YHR121W,YHR039C,1.0
YHR121W,YHR118C,1.0
YHR121W,YIL045W,1.0
YHR121W,YIR001C,1.0
YHR121W,YJL044C,1.0
YHR121W,YJL051W,1.0
YHR121W,YKL108W,1.0
YHR121W,YLL032C,1.0
YHR121W,YLR032W,1.0
YHR121W,YLR325C,1.0
YHR121W,YLR408C,1.0
YHR121W,YML032C,1.0
YHR121W,YMR031C,1.0
YHR121W,YMR093W,1.0
YHR121W,YNL110C,1.0
YHR121W,YNL136W,1.0
YHR121W,YNL293W,1.0
YHR121W,YPL047W,1.0
YHR121W,YPL240C,1.0
YHR121W,YPR007C,1.0
YHR121W,YPR120C,1.0
YHR121W,YPR161C,1.0
YHR121W,YPR168W,1.0
YHR121W,YPR173C,1.0
YHR121W,YPR175W,1.0
YHR122W,YIL128W,1.0
YHR124W,YIL156W,1.0
YHR124W,YPR117W,1.0
YHR131C,YER125W,1.0
YHR143W-A,YIR024C,1.0
YHR146W,YMR297W,1.0
YHR154W,YNL155W,1.0
YHR155W,YDR124W,1.0
YHR156C,YOR238W,1.0
YHR158C,YER184C,1.0
YHR158C,YGR238C,1.0
YHR158C,YPL155C,1.0
YHR158C,YPR047W,1.0
YHR161C,YDR452W,1.0
YHR164C,YDR300C,1.0
YHR164C,YJL173C,1.0
YHR165C,YDL085C-A,1.0
YHR165C,YDR416W,1.0
YHR165C,YDR473C,1.0
YHR165C,YER029C,1.0
YHR165C,YER146W,1.0
YHR165C,YER162C,1.0
YHR165C,YER172C,1.0
YHR165C,YFL017W-A,1.0
YHR165C,YGR091W,1.0
YHR165C,YHR156C,1.0
YHR165C,YKL173W,1.0
YHR165C,YKR022C,1.0
YHR165C,YLR147C,1.0
YHR165C,YLR275W,1.0
YHR165C,YNR011C,1.0
YHR165C,YOR159C,1.0
YHR165C,YOR308C,1.0
YHR165C,YPR182W,1.0
YHR166C,YFR036W,1.0
YHR166C,YKL022C,1.0
YHR166C,YLR127C,1.0
YHR166C,YOR249C,1.0
YHR167W,YJR032W,1.0
YHR167W,YML062C,1.0
YHR167W,YNL004W,1.0
YHR167W,YNL139C,1.0
YHR172W,YLR212C,1.0
YHR172W,YNL126W,1.0
YHR179W,YMR201C,1.0
YHR179W,YOL013C,1.0
YHR182W,YNL037C,1.0
YHR183W,YHR137W,1.0
YHR187W,YGR200C,1.0
YHR187W,YPL086C,1.0
YHR187W,YPL101W,1.0
YHR191C,YMR078C,1.0
YHR193C,YGR134W,1.0
YHR193C,YHL034C,1.0
YHR193C,YJR011C,1.0
YHR193C,YNL088W,1.0
YHR193C,YNL247W,1.0
YHR196W,YJL109C,1.0
YHR196W,YMR093W,1.0
YHR196W,YPL126W,1.0
YHR197W,YNL182C,1.0
YHR200W,YDL036C,1.0
YHR200W,YDL097C,1.0
YHR200W,YDR427W,1.0
YHR200W,YIL075C,1.0
YHR200W,YKL145W,1.0
YHR200W,YLR421C,1.0
YHR200W,YOR117W,1.0
YHR200W,YOR259C,1.0
YHR200W,YOR261C,1.0
YHR200W,YPR108W,1.0
YHR204W,YDL085W,1.0
YHR216W,YKL212W,1.0
YHR216W,YLR432W,1.0
YHR216W,YML056C,1.0
YIL017C,YIL097W,1.0
YIL017C,YMR135C,1.0
YIL020C,YLR179C,1.0
YIL021W,YDR143C,1.0
YIL021W,YDR404C,1.0
YIL021W,YGL116W,1.0
YIL021W,YHR143W-A,1.0
YIL021W,YJL140W,1.0
YIL021W,YOL005C,1.0
YIL021W,YOR151C,1.0
YIL021W,YOR210W,1.0
YIL021W,YOR224C,1.0
YIL021W,YPL129W,1.0
YIL021W,YPR133C,1.0
YIL021W,YPR187W,1.0
YIL033C,YGL213C,1.0
YIL033C,YJL164C,1.0
YIL033C,YPL048W,1.0
YIL033C,YPL203W,1.0
YIL035C,YBR088C,1.0
YIL035C,YBR143C,1.0
YIL035C,YBR231C,1.0
YIL035C,YBR279W,1.0
YIL035C,YCL031C,1.0
YIL035C,YDR043C,1.0
YIL035C,YER133W,1.0
YIL035C,YER164W,1.0
YIL035C,YGL019W,1.0
YIL035C,YGL137W,1.0
YIL035C,YGL207W,1.0
YIL035C,YGR063C,1.0
YIL035C,YGR090W,1.0
YIL035C,YHR131C,1.0
YIL035C,YIL063C,1.0
YIL035C,YJL044C,1.0
YIL035C,YJL115W,1.0
YIL035C,YKL088W,1.0
YIL035C,YKL160W,1.0
YIL035C,YLR109W,1.0
YIL035C,YLR362W,1.0
YIL035C,YLR387C,1.0
YIL035C,YLR418C,1.0
YIL035C,YML069W,1.0
YIL035C,YMR154C,1.0
YIL035C,YMR230W,1.0
YIL035C,YNL030W,1.0
YIL035C,YNL031C,1.0
YIL035C,YNL088W,1.0
YIL035C,YNL149C,1.0
YIL035C,YOL054W,1.0
YIL035C,YOL088C,1.0
YIL035C,YOL145C,1.0
YIL035C,YOR039W,1.0
YIL035C,YOR052C,1.0
YIL035C,YOR054C,1.0
YIL035C,YOR061W,1.0
YIL035C,YPR103W,1.0
YIL036W,YHR121W,1.0
YIL036W,YIL070C,1.0
YIL036W,YIL150C,1.0
YIL036W,YNL094W,1.0
YIL038C,YJR032W,1.0
YIL043C,YDR124W,1.0
YIL043C,YGR032W,1.0
YIL043C,YHL014C,1.0
YIL043C,YML072C,1.0
YIL043C,YPL249C-A,1.0
YIL051C,YDR018C,1.0
YIL051C,YDR374C,1.0
YIL051C,YIL147C,1.0
YIL061C,YDL087C,1.0
YIL061C,YDR235W,1.0
YIL061C,YDR240C,1.0
YIL061C,YFL017W-A,1.0
YIL061C,YKL012W,1.0
YIL061C,YLR275W,1.0
YIL061C,YLR298C,1.0
YIL061C,YML046W,1.0
YIL062C,YNL073W,1.0
YIL062C,YPR093C,1.0
YIL069C,YBR044C,1.0
YIL069C,YEL054C,1.0
YIL069C,YKR042W,1.0
YIL069C,YOR328W,1.0
YIL070C,YBL090W,1.0
YIL070C,YBR146W,1.0
YIL070C,YDL045W-A,1.0
YIL070C,YDR041W,1.0
YIL070C,YDR175C,1.0
YIL070C,YDR337W,1.0
YIL070C,YDR347W,1.0
YIL070C,YDR405W,1.0
YIL070C,YDR462W,1.0
YIL070C,YDR494W,1.0
YIL070C,YER023W,1.0
YIL070C,YER050C,1.0
YIL070C,YER063W,1.0
YIL070C,YER131W,1.0
YIL070C,YER133W,1.0
YIL070C,YGL061C,1.0
YIL070C,YGL129C,1.0
YIL070C,YGR165W,1.0
YIL070C,YGR215W,1.0
YIL070C,YHL004W,1.0
YIL070C,YHR059W,1.0
YIL070C,YIL051C,1.0
YIL070C,YIL093C,1.0
YIL070C,YJR101W,1.0
YIL070C,YJR113C,1.0
YIL070C,YKL009W,1.0
YIL070C,YKL108W,1.0
YIL070C,YKL151C,1.0
YIL070C,YKL155C,1.0
YIL070C,YNL137C,1.0
YIL070C,YNL168C,1.0
YIL070C,YNL306W,1.0
YIL070C,YOL143C,1.0
YIL070C,YOR158W,1.0
YIL070C,YPL032C,1.0
YIL070C,YPL118W,1.0
YIL071C,YCR059C,1.0
YIL075C,YDL097C,1.0
YIL075C,YDR227W,1.0
YIL075C,YDR427W,1.0
YIL075C,YGR232W,1.0
YIL075C,YKL145W,1.0
YIL075C,YKL173W,1.0
YIL075C,YLR180W,1.0
YIL075C,YLR421C,1.0
YIL075C,YMR191W,1.0
YIL075C,YOR117W,1.0
YIL075C,YOR259C,1.0
YIL075C,YOR261C,1.0
YIL075C,YPR108W,1.0
YIL076W,YER120W,1.0
YIL076W,YNL088W,1.0
YIL076W,YNL287W,1.0
YIL076W,YPL010W,1.0
YIL079C,YJL050W,1.0
YIL084C,YDR207C,1.0
YIL084C,YMR263W,1.0
YIL084C,YNL097C,1.0
YIL084C,YNL330C,1.0
YIL084C,YOL004W,1.0
YIL084C,YPL181W,1.0
YIL091C,YJR002W,1.0
YIL091C,YJR119C,1.0
YIL093C,YBL090W,1.0
YIL093C,YDL045W-A,1.0
YIL093C,YDR124W,1.0
YIL093C,YER050C,1.0
YIL093C,YJR101W,1.0
YIL093C,YJR113C,1.0
YIL093C,YNL081C,1.0
YIL093C,YNR036C,1.0
YIL093C,YOR158W,1.0
YIL094C,YHR138C,1.0
YIL094C,YKR003W,1.0
YIL094C,YNL304W,1.0
YIL094C,YPR061C,1.0
YIL095W,YDL060W,1.0
YIL095W,YDR099W,1.0
YIL095W,YLR015W,1.0
YIL095W,YPR161C,1.0
YIL096C,YGR200C,1.0
YIL097W,YMR135C,1.0
YIL097W,YPL061W,1.0
YIL098C,YJL180C,1.0
YIL103W,YBR011C,1.0
YIL103W,YDL182W,1.0
YIL103W,YER001W,1.0
YIL103W,YJL138C,1.0
YIL103W,YKL048C,1.0
YIL103W,YKL191W,1.0
YIL103W,YLR043C,1.0
YIL103W,YMR083W,1.0
YIL103W,YMR186W,1.0
YIL103W,YOL109W,1.0
YIL105C,YBR159W,1.0
YIL105C,YDR314C,1.0
YIL105C,YDR440W,1.0
YIL105C,YGR135W,1.0
YIL105C,YKL126W,1.0
YIL105C,YOL038W,1.0
YIL105C,YPL208W,1.0
YIL105C,YPR161C,1.0
YIL107C,YDR189W,1.0
YIL107C,YLR089C,1.0
YIL108W,YMR149W,1.0
YIL108W,YNL254C,1.0
YIL112W,YKR029C,1.0
YIL112W,YOL068C,1.0
YIL115C,YJL061W,1.0
YIL115C,YKR082W,1.0
YIL115C,YOR046C,1.0
YIL125W,YJL050W,1.0
YIL126W,YBR044C,1.0
YIL126W,YDR303C,1.0
YIL126W,YFL033C,1.0
YIL126W,YGR056W,1.0
YIL126W,YGR155W,1.0
YIL126W,YKR008W,1.0
YIL126W,YLR033W,1.0
YIL126W,YLR321C,1.0
YIL126W,YLR357W,1.0
YIL126W,YML127W,1.0
YIL126W,YMR033W,1.0
YIL126W,YMR091C,1.0
YIL126W,YPR034W,1.0
YIL127C,YJR105W,1.0
YIL135C,YOR043W,1.0
YIL142W,YDR365C,1.0
YIL144W,YOL069W,1.0
YIL148W,YAR010C,1.0
YIL148W,YBR026C,1.0
YIL148W,YBR058C,1.0
YIL148W,YBR059C,1.0
YIL148W,YDL160C,1.0
YIL148W,YDR054C,1.0
YIL148W,YDR457W,1.0
YIL148W,YEL034W,1.0
YIL148W,YEL037C,1.0
YIL148W,YFL038C,1.0
YIL148W,YFR053C,1.0
YIL148W,YIL038C,1.0
YIL148W,YJL020C,1.0
YIL148W,YJL138C,1.0
YIL148W,YKL010C,1.0
YIL148W,YKL080W,1.0
YIL148W,YKL104C,1.0
YIL148W,YKR001C,1.0
YIL148W,YLL022C,1.0
YIL148W,YLL060C,1.0
YIL148W,YMR186W,1.0
YIL148W,YNL084C,1.0
YIL148W,YNL111C,1.0
YIL148W,YOR042W,1.0
YIL148W,YOR081C,1.0
YIL152W,YER071C,1.0
YIL152W,YJR092W,1.0
YIL154C,YPR161C,1.0
YIL156W,YJL020C,1.0
YIL161W,YNL023C,1.0
YIL169C,YOR334W,1.0
YIL173W,YBR281C,1.0
YIL173W,YNL031C,1.0
YIR001C,YER003C,1.0
YIR001C,YMR198W,1.0
YIR001C,YPR161C,1.0
YIR007W,YER043C,1.0
YIR010W,YJR112W,1.0
YIR010W,YPL233W,1.0
YIR021W,YOL052C,1.0
YIR022W,YJR010C-A,1.0
YJL001W,YER012W,1.0
YJL001W,YML092C,1.0
YJL001W,YOL038W,1.0
YJL001W,YOR157C,1.0
YJL001W,YOR362C,1.0
YJL001W,YPR103W,1.0
YJL005W,YNL138W,1.0
YJL006C,YKL139W,1.0
YJL006C,YML112W,1.0
YJL008C,YGR250C,1.0
YJL008C,YJL159W,1.0
YJL011C,YKL144C,1.0
YJL011C,YNL151C,1.0
YJL011C,YOL021C,1.0
YJL011C,YPR190C,1.0
YJL020C,YCR105W,1.0
YJL020C,YLR386W,1.0
YJL024C,YPL195W,1.0
YJL026W,YGR180C,1.0
YJL033W,YAL008W,1.0
YJL033W,YBR011C,1.0
YJL033W,YDR299W,1.0
YJL033W,YDR365C,1.0
YJL033W,YLR043C,1.0
YJL033W,YMR290C,1.0
YJL033W,YPR161C,1.0
YJL034W,YDL055C,1.0
YJL034W,YJR104C,1.0
YJL034W,YKL117W,1.0
YJL034W,YMR214W,1.0
YJL034W,YOR081C,1.0
YJL041W,YIL115C,1.0
YJL041W,YJL061W,1.0
YJL041W,YKR082W,1.0
YJL047C,YBL060W,1.0
YJL047C,YDR054C,1.0
YJL047C,YPL216W,1.0
YJL050W,YMR137C,1.0
YJL050W,YNL299W,1.0
YJL050W,YOL120C,1.0
YJL050W,YOR212W,1.0
YJL050W,YPL220W,1.0
YJL052W,YDR172W,1.0
YJL052W,YDR251W,1.0
YJL052W,YEL023C,1.0
YJL052W,YER086W,1.0
YJL052W,YGR250C,1.0
YJL052W,YJR032W,1.0
YJL052W,YKR042W,1.0
YJL052W,YLL060C,1.0
YJL052W,YLR135W,1.0
YJL052W,YLR144C,1.0
YJL052W,YLR320W,1.0
YJL052W,YML091C,1.0
YJL052W,YOL013C,1.0
